regName,type,arraySize,VGAbase,VGAvalue,XGAbase,XGAvalue,L520base,L520value
GNRLcodeLength,uint8,1,d,00000064,d,00000052,h,00000020
GNRLimgHsize,uint16,1,d,640,d,1024,d,152
GNRLimgVsize,uint16,1,d,480,d,768,d,232
GNRLsampleRate,uint8,1,h,00000008,h,00000008,h,00000010
GNRLzMaxSubMMExp,uint16,1,h,00000002,h,00000002,h,00000002
GNRLrangeFinder,logical,1,b,0,b,0,b,0
GNRLsideLobeDir,logical,1,b,0,b,0,b,0
DIGGnestBypass,logical,1,b,0,b,0,b,0
DIGGgammaScale,int16,2,h,04000400,h,04000400,h,04000400
DIGGgammaShift,int16,2,h,00000000,h,00000000,h,00000000
DIGGnestLdOnDelay,uint8,1,h,19,h,19,h,19
DIGGnestNumOfSamplesExp,uint8,1,h,08,h,08,h,08
DIGGundistBypass,logical,1,b,0,b,0,b,0
DIGGycrossThr,uint32,1,h,0064,h,0064,h,0064
DIGGnotchBypass,logical,1,b,1,b,1,b,1
DIGGgammaBypass,logical,1,b,0,b,0,b,0
DIGGsphericalEn,logical,1,b,0,b,0,b,0
DIGGgengRangeFinderLUT_000,uint4,8,h,00FF0FFF,h,00FF0FFF,h,00FF0FFF
DIGGgengRangeFinderLUT_001,uint4,8,h,00000000,h,00000000,h,00000000
DIGGgengRangeFinderLUT_002,uint4,8,h,00FF1F20,h,00FF1F20,h,00FF1F20
DIGGgengRangeFinderLUT_003,uint4,8,h,00000000,h,00000000,h,00000000
DIGGgengRangeFinderLUT_004,uint4,8,h,00000000,h,00000000,h,00000000
DIGGgengRangeFinderLUT_005,uint4,8,h,00000000,h,00000000,h,00000000
DIGGgengRangeFinderLUT_006,uint4,8,h,00000000,h,00000000,h,00000000
DIGGgengRangeFinderLUT_007,uint4,8,h,00000000,h,00000000,h,00000000
DIGGspare_002,uint32,1,h,00000000,h,00000000,h,00000000
DIGGspare_003,uint32,1,h,00000000,h,00000000,h,00000000
DIGGspare_004,uint32,1,h,00000000,h,00000000,h,00000000
DIGGspare_006,uint32,1,h,00000000,h,00000000,h,00000000
DIGGspare_007,uint32,1,h,00000000,h,00000000,h,00000000
RASTbiltAdapt,uint8,1,h,00000000,h,00000000,h,00000000
RASTbiltBypass,logical,1,b,0,b,0,b,0
RASTbiltDiag,uint8,1,h,10,h,10,h,10
RASTbiltSharpnessR,uint8,1,h,00000002,h,00000002,h,00000002
RASTbiltSharpnessS,uint8,1,h,00000000,h,00000000,h,00000000
RASTmmSide,uint8,1,h,04,h,04,h,04
RASToutIRmm,logical,1,b,1,b,1,b,1
RASToutIRvar,logical,1,b,0,b,0,b,0
RASTdcLevel,uint8,3,h,3d3d3d,h,3d3d3d,h,3d3d3d
RASTskipOnTxModeChange,uint8,1,h,06,h,06,h,06
RASTinvalidateDiffTxRx,logical,1,b,0,b,0,b,0
RASTdiscardLateChuncks,logical,1,b,1,b,1,b,1
RASTirDiscardsidelobes,logical,1,b,1,b,1,b,1
RASTcmaMask,uint8,1,h,FF,h,FF,h,FF
DCORbypass,logical,1,b,0,b,0,b,0
DCORfineCorrRange,uint16,1,h,0010,h,0010,h,0010
DCORirStartLUT,uint16,1,h,0000,h,0000,h,0000
DCORambStartLUT,uint16,1,h,0000,h,0000,h,0000
DCORirLUTExp,uint4,1,h,6,h,6,h,6
DCORambLUTExp,uint4,1,h,6,h,6,h,6
DCORtmplMode,uint4,1,h,0,h,0,h,0
DCORyScalerBits,uint4,1,h,3,h,3,h,3
DCORoutIRnest,logical,1,b,0,b,0,b,0
DCORoutIRcma,logical,1,b,0,b,0,b,0
DCORoutIRcmaBin,uint16,1,h,0000,h,0000,h,0000
DCORirMap_000,uint4,8,h,22110000,h,22110000,h,22110000
DCORirMap_001,uint4,8,h,65544333,h,65544333,h,65544333
DCORirMap_002,uint4,8,h,AA998876,h,AA998876,h,AA998876
DCORirMap_003,uint4,8,h,FEEDDCBB,h,FEEDDCBB,h,FEEDDCBB
DCORirMap_004,uint4,8,h,FFFFFFFF,h,FFFFFFFF,h,FFFFFFFF
DCORirMap_005,uint4,8,h,FFFFFFFF,h,FFFFFFFF,h,FFFFFFFF
DCORirMap_006,uint4,8,h,FFFFFFFF,h,FFFFFFFF,h,FFFFFFFF
DCORirMap_007,uint4,8,h,FFFFFFFF,h,FFFFFFFF,h,FFFFFFFF
DCORambMap_000,uint4,8,h,11000000,h,11000000,h,11000000
DCORambMap_001,uint4,8,h,22111111,h,22111111,h,22111111
DCORambMap_002,uint4,8,h,32222222,h,32222222,h,32222222
DCORambMap_003,uint4,8,h,33333333,h,33333333,h,33333333
DCORambMap_004,uint4,8,h,44444444,h,44444444,h,44444444
DCORambMap_005,uint4,8,h,55555444,h,55555444,h,55555444
DCORambMap_006,uint4,8,h,66555555,h,66555555,h,66555555
DCORambMap_007,uint4,8,h,66666666,h,66666666,h,66666666
DCORspare_000,single,1,f,-0.9,f,-0.9,f,-0.9
DCORspare_001,single,1,f,-30.0,f,-30.0,f,-30.0
DCORspare_002,single,1,h,00000000,h,00000000,h,00000000
DCORspare_003,single,1,h,00000000,h,00000000,h,00000000
DCORspare_004,single,1,h,00000000,h,00000000,h,00000000
DCORspare_005,single,1,h,00000000,h,00000000,h,00000000
DCORspare_006,single,1,h,00000000,h,00000000,h,00000000
DCORspare_007,single,1,h,00000000,h,00000000,h,00000000
DCORpsnr_000,uint8,4,h,0000003F,h,0000003F,h,0000003F
DCORpsnr_001,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_002,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_003,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_004,uint8,4,h,07101F3F,h,07101F3F,h,07101F3F
DCORpsnr_005,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_006,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_007,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_008,uint8,4,h,161F2F3F,h,161F2F3F,h,161F2F3F
DCORpsnr_009,uint8,4,h,03070B10,h,03070B10,h,03070B10
DCORpsnr_010,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_011,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_012,uint8,4,h,1F29383F,h,1F29383F,h,1F29383F
DCORpsnr_013,uint8,4,h,0C101419,h,0C101419,h,0C101419
DCORpsnr_014,uint8,4,h,02040709,h,02040709,h,02040709
DCORpsnr_015,uint8,4,h,00000000,h,00000000,h,00000000
DCORpsnr_016,uint8,4,h,262F3F3F,h,262F3F3F,h,262F3F3F
DCORpsnr_017,uint8,4,h,13161A1F,h,13161A1F,h,13161A1F
DCORpsnr_018,uint8,4,h,090B0D10,h,090B0D10,h,090B0D10
DCORpsnr_019,uint8,4,h,01030507,h,01030507,h,01030507
DCORpsnr_020,uint8,4,h,2B343F3F,h,2B343F3F,h,2B343F3F
DCORpsnr_021,uint8,4,h,181B1F25,h,181B1F25,h,181B1F25
DCORpsnr_022,uint8,4,h,0E101215,h,0E101215,h,0E101215
DCORpsnr_023,uint8,4,h,07080A0C,h,07080A0C,h,07080A0C
DCORpsnr_024,uint8,4,h,2F383F3F,h,2F383F3F,h,2F383F3F
DCORpsnr_025,uint8,4,h,1C1F2429,h,1C1F2429,h,1C1F2429
DCORpsnr_026,uint8,4,h,12141619,h,12141619,h,12141619
DCORpsnr_027,uint8,4,h,0B0C0E10,h,0B0C0E10,h,0B0C0E10
DCORpsnr_028,uint8,4,h,333C3F3F,h,333C3F3F,h,333C3F3F
DCORpsnr_029,uint8,4,h,1F23272C,h,1F23272C,h,1F23272C
DCORpsnr_030,uint8,4,h,15171A1C,h,15171A1C,h,15171A1C
DCORpsnr_031,uint8,4,h,0E101113,h,0E101113,h,0E101113
DCORpsnr_032,uint8,4,h,363F3F3F,h,363F3F3F,h,363F3F3F
DCORpsnr_033,uint8,4,h,23262A2F,h,23262A2F,h,23262A2F
DCORpsnr_034,uint8,4,h,181A1D1F,h,181A1D1F,h,181A1D1F
DCORpsnr_035,uint8,4,h,11131416,h,11131416,h,11131416
DCORpsnr_036,uint8,4,h,383F3F3F,h,383F3F3F,h,383F3F3F
DCORpsnr_037,uint8,4,h,25292D32,h,25292D32,h,25292D32
DCORpsnr_038,uint8,4,h,1B1D1F22,h,1B1D1F22,h,1B1D1F22
DCORpsnr_039,uint8,4,h,14151719,h,14151719,h,14151719
DCORpsnr_040,uint8,4,h,3B3F3F3F,h,3B3F3F3F,h,3B3F3F3F
DCORpsnr_041,uint8,4,h,282B2F34,h,282B2F34,h,282B2F34
DCORpsnr_042,uint8,4,h,1D1F2225,h,1D1F2225,h,1D1F2225
DCORpsnr_043,uint8,4,h,16181A1B,h,16181A1B,h,16181A1B
DCORpsnr_044,uint8,4,h,3D3F3F3F,h,3D3F3F3F,h,3D3F3F3F
DCORpsnr_045,uint8,4,h,2A2D3136,h,2A2D3136,h,2A2D3136
DCORpsnr_046,uint8,4,h,1F222427,h,1F222427,h,1F222427
DCORpsnr_047,uint8,4,h,181A1C1E,h,181A1C1E,h,181A1C1E
DCORpsnr_048,uint8,4,h,3F3F3F3F,h,3F3F3F3F,h,3F3F3F3F
DCORpsnr_049,uint8,4,h,2C2F3338,h,2C2F3338,h,2C2F3338
DCORpsnr_050,uint8,4,h,21242629,h,21242629,h,21242629
DCORpsnr_051,uint8,4,h,1A1C1E1F,h,1A1C1E1F,h,1A1C1E1F
DCORpsnr_052,uint8,4,h,3F3F3F3F,h,3F3F3F3F,h,3F3F3F3F
DCORpsnr_053,uint8,4,h,2E31353A,h,2E31353A,h,2E31353A
DCORpsnr_054,uint8,4,h,2325282B,h,2325282B,h,2325282B
DCORpsnr_055,uint8,4,h,1C1E1F21,h,1C1E1F21,h,1C1E1F21
DCORpsnr_056,uint8,4,h,3F3F3F3F,h,3F3F3F3F,h,3F3F3F3F
DCORpsnr_057,uint8,4,h,2F33373C,h,2F33373C,h,2F33373C
DCORpsnr_058,uint8,4,h,25272A2C,h,25272A2C,h,25272A2C
DCORpsnr_059,uint8,4,h,1E1F2123,h,1E1F2123,h,1E1F2123
DCORpsnr_060,uint8,4,h,3F3F3F3F,h,3F3F3F3F,h,3F3F3F3F
DCORpsnr_061,uint8,4,h,3134383E,h,3134383E,h,3134383E
DCORpsnr_062,uint8,4,h,27292B2E,h,27292B2E,h,27292B2E
DCORpsnr_063,uint8,4,h,1F212325,h,1F212325,h,1F212325
DESTbypass,logical,1,b,0,b,0,b,0
DESTambiguityMinConf,uint4,1,h,3,h,3,h,3
DESTambiguityMinRTD,single,1,f,0,f,0,f,0
DESTsmoothKerLen,uint8,4,h,15151515,h,15151515,h,15151515
DESTtxPWRpd_000,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_001,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_002,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_003,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_004,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_005,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_006,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_007,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_008,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_009,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_010,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_011,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_012,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_013,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_014,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_015,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_016,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_017,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_018,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_019,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_020,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_021,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_022,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_023,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_024,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_025,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_026,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_027,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_028,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_029,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_030,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_031,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_032,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_033,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_034,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_035,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_036,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_037,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_038,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_039,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_040,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_041,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_042,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_043,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_044,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_045,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_046,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_047,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_048,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_049,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_050,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_051,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_052,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_053,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_054,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_055,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_056,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_057,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_058,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_059,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_060,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_061,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_062,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_063,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpd_064,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_000,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_001,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_002,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_003,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_004,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_005,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_006,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_007,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_008,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_009,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_010,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_011,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_012,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_013,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_014,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_015,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_016,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_017,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_018,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_019,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_020,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_021,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_022,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_023,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_024,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_025,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_026,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_027,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_028,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_029,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_030,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_031,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_032,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_033,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_034,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_035,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_036,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_037,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_038,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_039,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_040,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_041,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_042,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_043,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_044,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_045,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_046,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_047,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_048,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_049,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_050,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_051,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_052,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_053,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_054,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_055,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_056,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_057,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_058,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_059,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_060,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_061,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_062,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_063,single,1,h,00000000,h,00000000,h,00000000
DESTrxPWRpd_064,single,1,h,00000000,h,00000000,h,00000000
DESTtxPWRpdScale_000,single,1,f,1,f,1,f,1
DESTtxPWRpdScale_001,single,1,f,2,f,2,f,2
DESTtxPWRpdScale_002,single,1,f,4,f,4,f,4
DESTrxPWRpdScale_000,single,1,f,1,f,1,f,1
DESTrxPWRpdScale_001,single,1,f,2,f,2,f,2
DESTrxPWRpdScale_002,single,1,f,4,f,4,f,4
DESTtmptrScale,single,1,f,1.0,f,1.0,f,1.0
DESTdepthAsRange,logical,1,b,0,b,0,b,0
DESTaltIrEn,logical,1,b,0,b,0,b,0
CBUFbypass,logical,1,b,0,b,0,b,0
JFILbilt1SharpnessR,uint8,1,h,0000000C,h,0000000C,h,0000000C
JFILbilt1bypass,logical,1,h,00000000,h,00000000,h,00000000
JFILbilt2SharpnessR,uint8,1,h,0000000C,h,0000000C,h,0000000C
JFILbilt2bypass,logical,1,h,00000000,h,00000000,h,00000000
JFILbilt3SharpnessR,uint8,1,h,0000000C,h,0000000C,h,0000000C
JFILbilt3bypass,logical,1,h,00000000,h,00000000,h,00000000
JFILbiltAdaptR,uint8,1,h,00000000,h,00000000,h,00000000
JFILbiltAdaptS,uint8,1,h,00000000,h,00000000,h,00000000
JFILbiltConfMaskD,logical,1,b,0,b,0,b,0
JFILbiltConfMaskIR,logical,1,b,0,b,0,b,0
JFILbiltConfThr,uint4,1,h,1,h,1,h,1
JFILbiltIRAdaptR,uint8,1,h,01,h,01,h,01
JFILbiltIRAdaptS,uint8,1,h,00000000,h,00000000,h,00000000
JFILbiltIRSharpnessR,uint8,1,h,10,h,10,h,10
JFILbiltIRSharpnessS,uint8,1,h,10,h,10,h,10
JFILbiltIRbypass,logical,1,b,1,b,1,b,1
JFILbiltSharpnessS,uint8,1,h,00000000,h,00000000,h,00000000
JFILbypass,logical,1,h,0,h,0,h,0
JFILbypassIr2Conf,logical,1,b,0,b,0,b,0
JFILdFeaturesConfThr,uint4,1,h,5,h,5,h,5
JFILiFeaturesNorm,logical,2,b,00,b,00,b,00
JFILdFeaturesNorm,logical,8,b,11011000,b,11011000,b,11011000
JFILdFeaturesSortType,uint8,1,h,00,h,00,h,00
JFILdnnBypass,logical,1,b,1,b,1,b,1
JFILdnnMinConf,uint4,1,h,1,h,1,h,1
JFILirShadingBypass,logical,1,b,1,b,1,b,1
JFILedge1bypassMode,uint8,1,d,0,d,0,d,0
JFILedge1detectTh,uint16,1,h,0064,h,0064,h,0064
JFILedge1maxTh,uint16,1,h,0032,h,0032,h,0032
JFILedge4bypassMode,uint8,1,d,0,d,0,d,0
JFILedge4detectTh,uint16,1,h,0064,h,0064,h,0064
JFILedge4maxTh,uint16,1,h,0032,h,0032,h,0032
JFILedge3bypassMode,uint8,1,d,0,d,0,d,0
JFILedge3detectTh,uint16,1,h,0064,h,0064,h,0064
